mof,relative_humidity_percent,temperature_c,max_uptake_kgkg,rh50_percent,steepness,regen_temp_c,cycle_minutes,water_stability_score,cost_score,pore_volume_cm3g,surface_area_m2g,uptake_kgkg
UiO-66-NH2,38.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.07523779657671387
UiO-66-NH2,38.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.07739737837786033
UiO-66-NH2,41.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.11004723636536608
UiO-66-NH2,41.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.09865830929045927
UiO-66-NH2,41.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.09449845318593737
UiO-66-NH2,41.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.09586278096561653
UiO-66-NH2,41.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.0697408256331776
UiO-66-NH2,44.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.10683468484290011
UiO-66-NH2,44.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.11922401439426203
UiO-66-NH2,44.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.1209919741459729
UiO-66-NH2,44.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.11201686974051459
UiO-66-NH2,44.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.08550753982701817
UiO-66-NH2,47.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.132132726324744
UiO-66-NH2,47.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.1472794135119381
UiO-66-NH2,47.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.1388606214967253
UiO-66-NH2,47.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.12573733454146085
UiO-66-NH2,47.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.10777198066906457
UiO-66-NH2,50.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.1581678923908799
UiO-66-NH2,50.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.14364614816493407
UiO-66-NH2,50.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.13053858327218704
UiO-66-NH2,50.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.12891959744235568
UiO-66-NH2,50.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.14689037800921978
UiO-66-NH2,53.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.16521127130994087
UiO-66-NH2,53.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.17648007548809302
UiO-66-NH2,53.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.1503143106577473
UiO-66-NH2,53.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.16082137405362062
UiO-66-NH2,53.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.13259138680889077
UiO-66-NH2,56.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.17152827635486412
UiO-66-NH2,56.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.20325360790272642
UiO-66-NH2,56.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.17568649217952317
UiO-66-NH2,56.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.15352996789666515
UiO-66-NH2,56.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.14812113964528134
UiO-66-NH2,59.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.18693941152528665
UiO-66-NH2,59.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.19755022154884977
UiO-66-NH2,59.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.16983414415563075
UiO-66-NH2,59.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.14748692302143246
UiO-66-NH2,59.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.15404556645069098
UiO-66-NH2,62.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.1915488540667677
UiO-66-NH2,62.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.1926786842056255
UiO-66-NH2,62.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.19950994107176245
UiO-66-NH2,62.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.17985533523400954
UiO-66-NH2,62.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.17432824023912205
UiO-66-NH2,65.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.18526483838054666
UiO-66-NH2,65.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.20889302056873887
UiO-66-NH2,65.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.21569371257921394
UiO-66-NH2,65.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.1918748579740349
UiO-66-NH2,65.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.17373392296786272
UiO-66-NH2,68.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.20630498591726917
UiO-66-NH2,68.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.2259028345246883
UiO-66-NH2,68.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.18515266474943082
UiO-66-NH2,68.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.18676732914841757
UiO-66-NH2,68.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.18135562089974214
UiO-66-NH2,71.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.2183475996470393
UiO-66-NH2,71.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.20417165148478025
UiO-66-NH2,71.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.2047306596358765
UiO-66-NH2,71.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.18933096166880498
UiO-66-NH2,71.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.1815464978574369
UiO-66-NH2,74.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.21191066679485043
UiO-66-NH2,74.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.1997966411450706
UiO-66-NH2,74.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.20470257164788233
UiO-66-NH2,74.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.20694192232173225
UiO-66-NH2,74.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.1720021386417299
UiO-66-NH2,77.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.2139223385579622
UiO-66-NH2,77.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.224792800316746
UiO-66-NH2,77.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.19530444068056374
UiO-66-NH2,77.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.2016618644298973
UiO-66-NH2,77.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.17373972017976252
UiO-66-NH2,80.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.23
UiO-66-NH2,80.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.23
UiO-66-NH2,80.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.23
UiO-66-NH2,80.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.19931004412873407
UiO-66-NH2,80.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.19765258796372454
UiO-66-NH2,83.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.22311131797583278
UiO-66-NH2,83.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.22288461598666232
UiO-66-NH2,83.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.23
UiO-66-NH2,83.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.18809644270091458
UiO-66-NH2,83.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.20329057207068796
UiO-66-NH2,86.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.22280013399502696
UiO-66-NH2,86.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.23
UiO-66-NH2,86.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.21669913252621326
UiO-66-NH2,86.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.1974447543276299
UiO-66-NH2,86.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.19543923202674696
UiO-66-NH2,89.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.23
UiO-66-NH2,89.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.2251957570928894
UiO-66-NH2,89.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.22163238860209203
UiO-66-NH2,89.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.2005251634548469
UiO-66-NH2,89.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.16769266317291648
UiO-66-NH2,92.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.23
UiO-66-NH2,92.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.23
UiO-66-NH2,92.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.2186067854557422
UiO-66-NH2,92.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.2086150447185453
UiO-66-NH2,92.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.20667787690175513
UiO-66-NH2,95.0,15,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.22124803817856234
UiO-66-NH2,95.0,25,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.21825491009997883
UiO-66-NH2,95.0,35,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.21540138769495798
UiO-66-NH2,95.0,45,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.22286381963615695
UiO-66-NH2,95.0,60,0.23,42,0.08,90,110,0.84,0.58,0.34,850,0.17834529938930788
